Header|Theme|Variables
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ1792 - Replabination of foreign losses (Section 2 (8) EStG)
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2641 - Non -compensatory losses
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2642 - Disruptable losses of previous years
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2664 - Result as a minor -part of a participation community
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2669 - Losses to be taken into accountGroup members - group providers
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2670 - Removing losses out.Group members - group providers
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2671 - Losses to be taken into accountGroup members - group members
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2672 - Removing losses out.Group members - group members
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2609 - total amount of income
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2610 - Special expenses
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2638 - Free allowance association
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2614 - taxable income (only positive income)
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2616 - To violate income according to § 22 KStG 1988
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2617 - Tax amount according to § 22 EStG
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2643 - taxable income according to
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2644 - Tax amount Gem E (N) FG
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2650 - difference to minimum body shaft tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2661 - intermediate tax according to Section 13 (3) KStG 1988
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2631 - corporation tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2657 - non -determination - § 23a KStG 1988
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2696 - Correspondingly foreign capital gains tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ 2666 - Correspondingly foreign (source tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2667 - Correspondent foreign corporation tax from previous years
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ 2660 - Correspondingly minimum body shaft tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2645 - deduction tax according to § 99 EStG 1988
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2634 - retained tax amounts
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2772 - retained intermediate tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2231 - real estate income tax
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2590 - Special advance payments according to §30b (4) EStG
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|KZ2692 - surcharge according to § 22 Paragraph 3 KStG 1988: 25%
KST - corporation tax statistics|Profit/loss, group taxation, corporation tax, tax revenue, corporate groups, taxable income|say
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|Year - reporting year
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|Gem - community number
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|NUTS3 - NUTS3
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|NACH - activity (ÖNACE 2008)
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|Besch - employed a total of annual average
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|Wages - gross wages and salaries
LSE - Arb - performance and structural statistics - workplaces|Workplaces, employees, gross wages and salaries, investments in property, performance and structural statistics|Inv - investments in property systems
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|Year - reporting year
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|Gem - Community number of the company
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|Nuts3 - Nuts3 unit of the company
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|NACH - activity (ÖNACE 2008)
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|Besch - employed a total of annual average
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|USB - dependent employees on the annual average
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|SB - self -employed on the annual average
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|E_ISSG - operating revenue as a whole
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|E_prod - revenues from goods in their own production
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|E_HDL - revenues from merchandise
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|E_Rep - revenues from other DL (for Prod. Area);Revenues from repairs (DL area)
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|E_int - revenues from internal deliveries and services
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|A_vorl - cover of goods and services as a whole
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|A_HW - Cover of goods and services for resale in an unchanged condition
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|A_LUG - effort for gross wages and salaries
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITab1 - Investments in undeveloped land
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITab2 - Investments in old buildings
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITAT3 - Investments in the construction and conversion of buildings and buildings
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITAT4 - Investments in machines and machine systems, tools, operating and business equipment
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITab5 - Investments in means of transport
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITab6 - Investments in used property systems
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITAT7 - Investments in low -value assets (according to § & NBSP; 13 EStG & nbsp; 1988)
LSE - BET - Performance and structural statistics - companies|Employees, companies, revenues, performance and structural statistics, preliminary work|ITab8 - Investments in property systems as a whole
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Year - reporting year
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Gem - municipal number of the legal unit
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Nuts3 - Nuts3 unit of the legal unit
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|NACH - activity (ÖNACE 2008)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Hains - home worker overall on the annual average
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|HAW - home worker on the annual average - female
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|VZE - Number of wage and salary recipients in full -time units
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|ArbSSTD - number of working hours worked by dependent (wage and salary recipients)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|EGes - sales revenues and income as a whole
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Sales - sales revenues
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB01 - revenues
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB02 - Railments from subditions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB03 - Production proceeds
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB04 - Commercial goods revenues
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB05 - Revenue from other services
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB06 - income from the activation of personal contributions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB07 - income from investments
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB08 - interest income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB09 - Subsidies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB10 - goods subsidies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB11 - other operating income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB12 - revenues and yields together
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ETAB13 - Revenue from the sale of used property systems
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB19 - Revenue from the sale of used investment goods
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB16 - Subsidies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB11 - revenues made of wage work carried out
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB09 - Revenue from the provision of other service activities
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB07 - Revenue from transport services and news transmission
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB03 - Revenue from mediation activities (commissions)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB02 - Red Returns from Retail
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB14 - income from investments
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB18 - other operating income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB04 - Revenue from repairs carried out, assembly and maintenance work
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB13 - income from the activation of personal contributions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB08 - Revenue from renting buildings and construction
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB10 - Railments from goods from their own production and from construction work
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB05 - Revenue from accommodation
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB06 - Revenue from the sale and administration of food and drinks
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB01 - revenues from wholesale
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB15- interest, securities and similar yields
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ETAB17 - Goods subsidies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_eTab12 - sales in total
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB06 - Revenue from renting buildings and construction
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB07 - Revenue from other services (from secondary activities)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB02 - commission income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB09 - Revenue from the sale of property systems
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB03 - income from stocks, other share rights and non -fixed -interest securities
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB04 - income from investments and shares in connected companies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB01 - interest and similar yields including income from fixed -income securities
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ETAB05 - income/expenses from financial transactions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB10 - Other insurance income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB09 - Revenue from renting buildings and construction
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB01 - Cutrated gross premiums from the direct overall bill
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB03 - Cutrated gross premiums from active reinsurance
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB02 - Cutrated gross premiums from the direct total bill - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB14 - Revenue from the sale of property systems
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB11 - reinsurance commissions including profit shares from the reinsurance tax
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB08 - income from investments - live
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB12 - Other non -insurance income
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB04 - Cutrated gross premiums from active reinsurance - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB07 - income from capital investments including non -realized profits from investments
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB05 - Premium transmissions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_ETAB06 - Premium transfers - Recovery share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Persa - personnel expenditure
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|Lug - wages and salaries
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ptab03 - Legal compulsory contributions employer
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_PTab04 - Other social expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab01 - gross gross container of the employees
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab02 - gross wages of the workers
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab03 - gross compensation of the apprentices
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab04 - Statutory social contributions from the employer
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab05 - other social expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab01 - gross salary of the employees
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab02 - gross wages of the workers
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab03 - gross compensation of the apprentices
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab04 - Legal compulsory contributions from the employer
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab05 - Other social expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab05 - Legal compulsory contributions from the employer
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab03 - gross compensation of the apprentices
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab02 - gross wages of the workers
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab01 - gross salary of the employees
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab06 - Other social expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|AGES - Total effort
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab01 - burning and fuel, energy expenditure
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab02 - cover of material
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab03 - effort for assigned subcontracts
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab04 - effort for awarded wage work
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab05 - merchandise supply
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab06 - Reference of services for resale
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab07 - effort for output freight
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ATAB08 - Reparaturaufwand
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab09 - effort for non -company workers
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab10 - rental effort
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab11 - effort for operating leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab12 - other operational effort
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab13 - effort for financing leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_ATAB14 - Zinsaufwand
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab15 - effort for depreciation
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab16 - taxes and levies
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|P_atab17 - freight taxes
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab06 - Cover of merchandise for resale
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab07 - Reference of services for resale
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab08 - effort for output freight
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab09 - Cover of material for processing and processing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_ATAT10 - Exproellet for assigned repairs and maintenance
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab11 - effort for non -company workers (agency workers)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab12 - effort for awarded wage work
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab13 - Cover of burning and fuel
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab14 - effort for rents of buildings, machines and means of transport
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab15 - effort for operating leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab16 - Other operational expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab17 - interest and similar expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab18 - depreciation on property systems and intangible assets
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab19 - taxes and taxes
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab20 - freight taxes
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|D_atab21 - effort for financing leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab06 - interest and similar expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab07 - commission expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab08 - Expulsion for assigned repairs and maintenance
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab09 - Expensive for non -company workers (including commissions for self -employed representatives)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_ATAT10 - Cover of burning and fuel as well as electrical energy and district heating
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab11 - effort for rents
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab12 - effort for operating leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab13 - Expense for financing leasing
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab14 - Other operational expenses
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab15 - Taxes and levies (without VAT, EST, KST, HR -dependent taxes, tariffs, import taxes)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|K_atab16 - Depreciation on property systems and intangible assets
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab07 - gross payments for insurance cases
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab08 - gross payments for insurance cases - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab09 - gross payments for insurance cases from active reinsurance
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab10 - gross payments for insurance cases from active reinsurance - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab11 - Change of gross provision for insurance cases that have not yet been completed
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab12 - Change of gross provision for insured cases - reinsurance proportion
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab13 - Expenses for reimbursement of reimbursement (net)
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab14 - Change of gross coverage provision
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab15 - Change of gross coverage provision - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab16 - Change of other insurance -related gross provisions
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab17 - Change of other insurance -related gross provisions - reinsurance share
LSE - RE - performance and structural statistics - legal units|Employees, revenues, stocks, performance and structural statistics, legal unit, preliminary work|V_atab18 - Expulsion for assigned repairs and maintenance
